actioncliptest00083,AnswerPhone,0,18
actioncliptest00083,AnswerPhone,9,27
actioncliptest00083,AnswerPhone,18,36
actioncliptest00083,AnswerPhone,27,45
actioncliptest00083,AnswerPhone,36,54
actioncliptest00083,AnswerPhone,45,63
actioncliptest00083,AnswerPhone,54,72
actioncliptest00083,AnswerPhone,63,81
actioncliptest00098,AnswerPhone,0,32
actioncliptest00098,AnswerPhone,16,48
actioncliptest00098,AnswerPhone,32,64
actioncliptest00098,AnswerPhone,48,81
actioncliptest00098,AnswerPhone,64,97
actioncliptest00098,AnswerPhone,81,113
actioncliptest00098,AnswerPhone,97,129
actioncliptest00098,AnswerPhone,113,146
actioncliptest00127,AnswerPhone,0,47
actioncliptest00127,AnswerPhone,23,70
actioncliptest00127,AnswerPhone,47,94
actioncliptest00127,AnswerPhone,70,117
actioncliptest00127,AnswerPhone,94,141
actioncliptest00127,AnswerPhone,117,164
actioncliptest00127,AnswerPhone,141,188
actioncliptest00127,AnswerPhone,164,212
actioncliptest00132,AnswerPhone,0,50
actioncliptest00132,AnswerPhone,25,75
actioncliptest00132,AnswerPhone,50,100
actioncliptest00132,AnswerPhone,75,125
actioncliptest00132,AnswerPhone,100,150
actioncliptest00132,AnswerPhone,125,175
actioncliptest00132,AnswerPhone,150,200
actioncliptest00132,AnswerPhone,175,226
actioncliptest00135,AnswerPhone,0,43
actioncliptest00135,AnswerPhone,21,65
actioncliptest00135,AnswerPhone,43,87
actioncliptest00135,AnswerPhone,65,109
actioncliptest00135,AnswerPhone,87,131
actioncliptest00135,AnswerPhone,109,153
actioncliptest00135,AnswerPhone,131,175
actioncliptest00135,AnswerPhone,153,197
actioncliptest00143,AnswerPhone,0,36
actioncliptest00143,AnswerPhone,18,54
actioncliptest00143,AnswerPhone,36,72
actioncliptest00143,AnswerPhone,54,91
actioncliptest00143,AnswerPhone,72,109
actioncliptest00143,AnswerPhone,91,127
actioncliptest00143,AnswerPhone,109,145
actioncliptest00143,AnswerPhone,127,164
actioncliptest00148,AnswerPhone,0,30
actioncliptest00148,AnswerPhone,15,46
actioncliptest00148,AnswerPhone,30,61
actioncliptest00148,AnswerPhone,46,76
actioncliptest00148,AnswerPhone,61,92
actioncliptest00148,AnswerPhone,76,107
actioncliptest00148,AnswerPhone,92,122
actioncliptest00148,AnswerPhone,107,138
actioncliptest00161,AnswerPhone,0,44
actioncliptest00161,AnswerPhone,22,67
actioncliptest00161,AnswerPhone,44,89
actioncliptest00161,AnswerPhone,67,112
actioncliptest00161,AnswerPhone,89,134
actioncliptest00161,AnswerPhone,112,157
actioncliptest00161,AnswerPhone,134,179
actioncliptest00161,AnswerPhone,157,202
actioncliptest00173,AnswerPhone,0,23
actioncliptest00173,AnswerPhone,11,34
actioncliptest00173,AnswerPhone,23,46
actioncliptest00173,AnswerPhone,34,57
actioncliptest00173,AnswerPhone,46,69
actioncliptest00173,AnswerPhone,57,80
actioncliptest00173,AnswerPhone,69,92
actioncliptest00173,AnswerPhone,80,104
actioncliptest00174,AnswerPhone,0,44
actioncliptest00174,AnswerPhone,22,66
actioncliptest00174,AnswerPhone,44,88
