10663___26dbed1f45c54e7b972f13fcf91db418,archery,293
1114___449ccc63f10f489a9467916fbb768403,archery,421
11151___f78e6a60418f4e29ad7b3ae9be1a55be,archery,358
1149___e5db4057ca864c4ca0a633894db9ee1c,archery,651
1175___0cef729c57b94a0c8e11022e3de15558,archery,390
1570___89a551f54cc84f25a2bae0f9e92d4f82,archery,888
1706___8aead148f6464a75bd611780052e3297,archery,92
1714___ed677e1f5276444a854c8a51c547bc5e,archery,250
1841___599e02cb55f643d08c8a72f90f01e15b,archery,325
1939___51323a75e10f477f8ab7445351523097,archery,146
1977___96cc50e98c784503b5a4b0170f14daa7,archery,280
20375___8d05c247494f4580b99e93dd92754134,archery,500
20518___16e93bf055e4406b8495a265be2989ec,archery,304
21236___8fb692726e5e4021a8dd0577d6ae99a0,archery,224
2212___38162b8c66094052a6c1b9ad30d5778d,archery,284
2215___c5f2bfb595e342fca5a2935cdd25e575,archery,364
22197___f7fb1f23cdce4a11baa7f0ebdd84789c,archery,145
2223___d508e505341c43aaaf00eb61d836bf98,archery,814
22277___57e21e43c2dd4f219c61906756c1ea3d,archery,95
2251___c9b954f3f4a6438a97c7b3eb00583b0c,archery,312
22562___e41814319cc44fa99cd28ba818fe9d18,archery,302
23565___3032c001adf744c5b23274465eb5c78c,archery,243
24300___2606a5f32aa74e4fae860162e33da191,archery,95
25509___543e978797da41489e75c02ae3eba840,archery,298
25758___f898d5f97dbd48d89d5d99ff2c5077e3,archery,322
25888___c633c455c7be4afe84e6bb5e12ff7add,archery,163
26225___5e6957dd7589412984277282afbd8bc1,archery,158
26448___af8628b4b30b4864866d7b967d31e064,archery,154
26631___9312cb7c6c874531abb5e9d7ff42ca6e,archery,260
27004___dc514286f51540d08a11d45dc071489a,archery,329
27097___41bb05d0693243ee89e90742626c2292,archery,301
28137___dcd3498f70e2463495985682f6e82f3b,archery,294
2889___bd23c086bf144fe2ab4b7b5d1797db81,archery,184
2945___d0bffbcb9c1f45d485e6d6b378e82582,archery,391
298___dba56a1d93f84561927e5881edf0c670,archery,332
30372___2f22516805644840ba4988d5dedb2bba,archery,394
3041___276d13c528974344aa8fa7d41eaac647,archery,192
30976___6d21cf24ab2d4a31b5d7b33b61b15c67,archery,724
31221___93c9efd1408d451487cc52b249969fe6,archery,442
31260___18ef0f4d7f204ed7b39903e7e2685c32,archery,333
31850___159ff37a65b848c99fedc14647daf488,archery,259
31856___741a28dee7df43b4956e8fc361a18a10,archery,448
31996___b20da0d8e470418bbc1ec9d3ad002598,archery,123
3228___7f56ee459e384a3ea8b52cf8e062b21f,archery,556
40393___9a15722c987042688b2c45cdccef904c,archery,411
40446___029ff8a2b86a4db1ab550794ab401d73,archery,591
40489___6bf3f78504ca40edac69a8ffd64fcb07,archery,495
41943___5477ab17a49e4f6691ebb6078b83b019,archery,278
4196___26b9fde01d764211831cd7861d854a14,archery,323
423___7cc0d4b318934106b8ab2b026b6aabce,archery,324
43290___9978b90cea3540cf999fb4569569028a,archery,357
4351___4c3ed0901ed248819d08bd67f4b8f287,archery,285
4499___3d32e09f34ff4b0397537035c79ba8b6,archery,423
4558___575023565a0448f6b6daeda74e3d9976,archery,72
4572___f70ece6af44c4de6b57df00a9fb63a9f,archery,185
46___cf3e328ce61448308b9e9ff3517b4aad,archery,275
4802___a8ab94a32988443c8c0e4790152ff10f,archery,216
4808___dde45485b45c40adb0972f22443a3f0d,archery,206
4848___9aba378e414b41b8b9d2b5d6ea8feb6b,archery,374
4918___95a7860a506345bfb5e68d6a072c6db5,archery,614
4921___86acae6f4bb24ebca9ea9ac9348acac7,archery,409
5199___35775fa30e114cb084abfe691a53550d,archery,400
5346___2de1678057af471daccec05c3d7a077c,archery,488
5401___86d7d51bc891491ca80ce34e8755864a,archery,52
5439___c57186fbb2d24b65b3662a06e8d73466,archery,690
5567___5708a059d65345c38b2b41bac8362113,archery,168
5643___a47487c4701b4df0a6f2a4c120a72cdc,archery,496
5908___e954b0e99a9e4f42bc7380bae8a4306a,archery,478
5942___03a5f3e2227a42289ad8826d175d698a,archery,312
5962___9965210106d04acb9fff75c0ff6e556b,archery,545
6140___9bc2cc90b13d4155a04c7bdd61df70c0,archery,115
6332___8da09aedccd04521b541d484e09f2578,archery,154
6441___389840d4b97d4028a4646ae77afe5ff8,archery,495
6696___992f4774500d49ada16a9be5641d0c52,archery,109
6759___6ccd30c54c8c4403be8849a0c09dccd9,archery,464
7041___a18fcde2625a49c9bf253c4ff4dbbcd9,archery,217
7059___386fa5a6a12d40cab03901639f1ffc97,archery,288
7442___bd250d1ad35b43cf8c11b18162cc5c15,archery,742
7556___d5a0a7a5ae844781954f4a23e1a05a26,archery,192
7678___2ca495b2d7604f848dc921c42b6210cf,archery,257
7815___17a8550b3957403ca35aedd71db2392f,archery,488
7867___78714e2e94cf4b8197c003c8508af870,archery,301
8443___270d53667553492db8e2b26a61e331f8,archery,286
902___6960744c40a64bc58e7a270adccb80ed,archery,430
9044___3e8b69ac597b4807ab16aa74bfad3f28,archery,563
9079___428dece89d44461facf03ea44f35c4ba,archery,514
9288___41a9023b92dd4b79a7e3adbe3accc835,archery,316
9390___ffa3d051848948afb9588d7cd85deab8,archery,166
9550___92830edc50854e788105324c02975168,archery,919
1031___768ac4dd639549d38838a1103bb81d51,baseball,486
1092___ffbc359e04534e568514b7ec58e568a7,baseball,188
1099___698b4b4bd16849f68e055c9b501847ff,baseball,140
1111___7dc29273c6e4421883538b33b4f056bb,baseball,902
1207___985f7ce49303477d93b2b1cc7f98b894,baseball,201
1261___8332104211f94b6784dafa0ffad383df,baseball,506
1265___266aac5e514340688711a5b8d4caf303,baseball,150
